Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 04/07  13:00:00,5025625.311621827,0.0,3917015.974297878,32162605.199999925,57691440.11162174 
 04/07  14:00:00,10322883.11300487,0.0,9526511.949800085,32162605.199999925,65551599.11300479 
 04/07  15:00:00,9908253.006780397,0.0,9134262.065006716,32162605.199999925,65136969.00678032 
 04/07  16:00:00,7033390.933822656,0.0,6378615.079405999,32162605.199999925,62262106.933822565 
 04/07  17:00:00,3730575.6948557766,0.0,2181537.020187065,32162605.199999925,58959291.69485569 
 04/07  18:00:00,1876843.622013537,0.0,405308.09786108986,25015359.599999942,47395412.822013475 
 04/07  19:00:00,9833571.396908859,5401339.556449363,411132.95265520725,17868113.99999996,43079092.5969088 
 04/07  20:00:00,1161379.8558925143,0.0,663571.6825157275,17868113.99999996,34406901.05589247 
 04/07  21:00:00,5619422.081807343,1077573.8961561956,801920.5233708344,10720868.399999974,29154796.481807318 
 04/07  22:00:00,11383546.710576918,5718397.17231917,807929.6509638652,10720868.399999974,34918921.11057689 
 04/07  23:00:00,22759996.473085955,17214260.12967355,688516.4561185186,3573622.799999992,36585224.07308594 
 04/07  24:00:00,25979179.16245107,20423081.971861355,698877.3032958328,1786811.399999996,38017595.36245107 
 04/08  01:00:00,2549833.756952074,176851.71046877577,704040.3758577377,1786811.399999996,12025348.756952066 
 04/08  02:00:00,6919984.657270726,1353400.5047374137,709364.26523943,1786811.399999996,16395499.657270717 
 04/08  03:00:00,7469529.460803757,1767184.1621172633,845125.4113926117,1786811.399999996,16945044.460803747 
 04/08  04:00:00,9848940.959582284,3873683.895868491,1118037.1764199124,1786811.399999996,19324455.959582277 
 04/08  05:00:00,10586022.209545365,4197788.683986751,1531013.6382647292,1786811.399999996,20061537.20954535 
 04/08  06:00:00,10929444.534561137,4402591.110194213,1669633.5370730427,1786811.399999996,20404959.53456113 
 04/08  07:00:00,7004755.054498092,124151.14342905101,2023384.0237751587,3573622.799999992,20829982.65449808 
 04/08  08:00:00,5497825.459068721,0.0,2007695.1936768787,3573622.799999992,19323053.059068713 
 04/08  09:00:00,2371156.5261499174,0.0,1873348.3527731302,17868113.99999996,33053776.526149876 
 04/08  10:00:00,2264474.3679043073,0.0,1766666.1945275203,17868113.99999996,32947094.367904264 
 04/08  11:00:00,2278345.9752217038,0.0,1780537.8018449172,17868113.99999996,32960965.975221664 
 04/08  12:00:00,2430877.1098747854,0.0,1933068.9364979982,17868113.99999996,33113497.109874737 
 04/08  13:00:00,2727157.446157801,0.0,2229349.272781014,17868113.99999996,33409777.446157757 
 04/08  14:00:00,3030724.851839938,0.0,2532916.678463151,17868113.99999996,33713344.85183989 
 04/08  15:00:00,3196215.7727613146,0.0,2698407.599384527,5360434.199999987,17526804.17276129 
 04/08  16:00:00,3218454.379072379,0.0,2720646.205695592,5360434.199999987,17549042.77907236 
 04/08  17:00:00,3218454.377174052,0.0,2720646.203797265,5360434.199999987,17549042.77717403 
 04/08  18:00:00,3971844.7362408964,0.0,2595686.4399275295,1786811.399999996,13447359.73624089 
 04/08  19:00:00,6675341.851319664,32691.8817713811,2468974.893205421,1786811.399999996,16150856.851319658 
 04/08  20:00:00,7330734.049392015,132968.05533702273,2340546.10676111,1786811.399999996,16806249.049392004 
 04/08  21:00:00,7434365.583526748,384895.8817689845,2192249.8144638813,1786811.399999996,16909880.58352674 
 04/08  22:00:00,7839695.073857904,921079.8651098559,2061395.321454167,1786811.399999996,17315210.073857896 
 04/08  23:00:00,8012565.530234137,1226615.7051116447,1928729.93782861,1786811.399999996,17488080.53023413 
 04/08  24:00:00,8167103.444907491,1678497.7137910814,1631385.8438225253,1786811.399999996,17642618.44490748 
 04/09  01:00:00,8317225.465211736,1976308.3136660648,1483697.2642517905,1786811.399999996,17792740.46521173 
 04/09  02:00:00,8464345.160282176,2270516.0574657447,1336609.2155225486,1786811.399999996,17939860.160282165 
 04/09  03:00:00,8574952.093116578,2518040.8841099665,1199691.321712729,1786811.399999996,18050467.09311657 
 04/09  04:00:00,8737671.823810967,2836259.260756538,1044192.6757605445,1786811.399999996,18213186.82381095 
 04/09  05:00:00,8764933.591882208,3153477.65315679,754236.051431535,1786811.399999996,18240448.591882203 
 04/09  06:00:00,8818886.088199623,3495341.1913096723,466325.0095960683,1786811.399999996,18294401.088199615 
 04/09  07:00:00,7147758.09060303,2290538.203309147,0.0,1786811.399999996,16623273.09060302 
 04/09  08:00:00,5085601.400181091,228381.5128872089,0.0,1786811.399999996,14561116.400181083 
 04/09  09:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 04/09  10:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 04/09  11:00:00,497808.17337678693,0.0,0.0,1786811.399999996,9973323.173376778 
 04/09  12:00:00,957076.4690833351,0.0,459268.2957065484,1786811.399999996,10432591.469083326 
 04/09  13:00:00,1234739.5591931774,0.0,736931.3858163905,1786811.399999996,10710254.559193168 
 04/09  14:00:00,1651031.0179509707,0.0,1153222.8445741837,1786811.399999996,11126546.017950961 
 04/09  15:00:00,1782625.3738506285,0.0,1284817.2004738415,1786811.399999996,11258140.37385062 
 04/09  16:00:00,1912516.2969465929,0.0,1414708.123569806,1786811.399999996,11388031.296946585 
 04/09  17:00:00,1772628.2850683387,0.0,1274820.1116915517,1786811.399999996,11248143.28506833 
 04/09  18:00:00,1624467.0759246051,0.0,1126658.9025478181,1786811.399999996,11099982.075924596 
 04/09  19:00:00,1858705.8967629941,0.0,1360897.7233862071,1786811.399999996,11334220.896762984 
 04/09  20:00:00,2340886.1437528236,0.0,1495692.3705551922,1786811.399999996,11816401.143752815 
 04/09  21:00:00,6020161.84760776,228133.27333055154,1618353.4979343459,1786811.399999996,15495676.84760775 
 04/09  22:00:00,7679776.319563742,1216699.3016262464,1605857.1306436139,1786811.399999996,17155291.319563735 
 04/09  23:00:00,8905269.11109001,2322076.2025148766,1725973.0212812508,1786811.399999996,18380784.111089997 
 04/09  24:00:00,9176974.083903376,2846882.600712256,1472871.5958972352,1786811.399999996,18652489.083903372 
 04/10  01:00:00,34659439.89391847,28717817.33170417,1084402.6749204178,1786811.399999996,46697856.093918465 
 04/10  02:00:00,28454282.59248515,22898225.197255496,698837.5079357703,1786811.399999996,40492698.79248513 
 04/10  03:00:00,30604129.051306788,25311102.915100362,435806.2489125365,1786811.399999996,42642545.251306765 
 04/10  04:00:00,29692240.543611076,24399237.25820285,435783.39811434026,1786811.399999996,41730656.743611075 
 04/10  05:00:00,29492071.871925365,24199068.58926398,435783.39536751446,1786811.399999996,41530488.07192538 
 04/10  06:00:00,28689447.843351625,23396444.560690552,435783.39536719024,3573622.799999992,42514675.44335161 
 04/10  07:00:00,55595757.45215712,50438411.503081374,300126.061781862,3573622.799999992,69420985.05215712 
 04/10  08:00:00,20344328.183961004,15057734.102258742,429374.194408381,10720868.399999974,41316801.383960985 
 04/10  09:00:00,4353152.691219667,0.0,2755578.1046898915,32162605.199999925,59581868.69121958 
 04/10  10:00:00,6682572.392145175,0.0,5397335.350946428,32162605.199999925,61911288.39214508 
 04/10  11:00:00,7278383.886773592,0.0,6148438.590933269,32162605.199999925,62507099.8867735 
 04/10  12:00:00,7008812.877035175,0.0,5891848.738246887,32162605.199999925,62237528.87703509 
 04/10  13:00:00,7879860.141874881,0.0,7250545.145877089,32162605.199999925,60545674.94187479 
 04/10  14:00:00,16023128.641756097,0.0,14965234.74525022,32162605.199999925,71251844.64175601 
 04/10  15:00:00,17975169.060245514,0.0,16686216.286748273,32162605.199999925,73203885.06024544 
 04/10  16:00:00,19629350.848808736,0.0,18061428.22529862,32162605.199999925,74858066.84880865 
 04/10  17:00:00,16637501.474918261,0.0,15449830.181568513,32162605.199999925,71866217.47491819 
 04/10  18:00:00,9204658.39299314,0.0,8489084.401952485,25015359.599999942,54723227.59299307 
 04/10  19:00:00,1897074.0478859143,329849.8362860695,0.0,17868113.99999996,35142595.24788586 
 04/10  20:00:00,497808.17337678693,0.0,0.0,17868113.99999996,33743329.373376735 
 04/10  21:00:00,2835432.023355284,632043.8990578217,0.0,10720868.399999974,26370806.423355248 
 04/10  22:00:00,7328912.267816232,2662211.4750123406,0.0,10720868.399999974,30864286.6678162 
 04/10  23:00:00,20496835.798959482,15639615.9116656,0.0,3573622.799999992,34322063.39895947 
 04/10  24:00:00,25040631.225564238,20183411.338270355,0.0,1786811.399999996,37079047.42556423 
 04/11  01:00:00,27044557.3777183,22014229.49982674,173107.99059767937,1786811.399999996,39082973.5777183 
 04/11  02:00:00,27455161.443979256,22423534.919623055,174406.63706232075,1786811.399999996,39493577.64397925 
 04/11  03:00:00,27985944.517995432,22954369.421870224,174355.20883132404,1786811.399999996,40024360.717995435 
 04/11  04:00:00,28346034.948559377,23314459.858951904,174355.20231359103,1786811.399999996,40384451.14855937 
 04/11  05:00:00,28660821.30807173,23494575.635481406,309025.78529643547,1786811.399999996,40699237.50807172 
 04/11  06:00:00,26666309.35133485,21363453.847659368,445635.6163816021,3573622.799999992,40491536.95133485 
 04/11  07:00:00,59383698.10850201,53806279.51486331,720198.7063448118,3573622.799999992,73208925.70850201 
 04/11  08:00:00,35954073.461569175,30238733.344199747,858120.2300755396,10720868.399999974,56926546.66156913 
 04/11  09:00:00,1748341.0716208369,0.0,996507.4389240617,32162605.199999925,56977057.07162076 
 04/11  10:00:00,4649012.3780205455,0.0,1135404.017659403,32162605.199999925,59877728.37802047 
 04/11  11:00:00,5323219.561963712,0.0,1366600.3007801094,32162605.199999925,60551935.56196363 
 04/11  12:00:00,5100022.209482149,0.0,2581982.184143166,32162605.199999925,60328738.20948206 
 04/11  13:00:00,7262174.976238,0.0,2764703.8838419835,32162605.199999925,59927989.77623791 
 04/11  14:00:00,6547636.348814007,0.0,5452786.057915494,32162605.199999925,61776352.348813914 
 04/11  15:00:00,8261757.552915407,0.0,7635305.4157195855,32162605.199999925,63490473.55291533 
 04/11  16:00:00,7882649.629846577,0.0,6759543.038929285,32162605.199999925,63111365.62984649 
 04/11  17:00:00,5364014.707989294,0.0,3812056.7156695975,32162605.199999925,60592730.70798919 
 04/11  18:00:00,5380499.912021557,0.0,1414745.4116295325,25015359.599999942,50899069.1120215 
 04/11  19:00:00,6575802.849624619,1816608.0291408992,1414746.0334146735,17868113.99999996,39821324.04962457 
 04/11  20:00:00,1912554.20679146,0.0,1414746.033414673,17868113.99999996,35158075.40679141 
 04/11  21:00:00,3142154.2702095495,237443.93276404787,1274820.1121424544,10720868.399999974,26677528.670209523 
 04/11  22:00:00,6229094.540386252,780599.3514503666,1274820.1125930233,10720868.399999974,29764468.94038622 
 04/11  23:00:00,18463284.1364451,12331244.1365582,1274820.112593025,3573622.799999992,32288511.73644509 
 04/11  24:00:00,22479268.41873171,16207288.912411101,1414759.6190267277,1786811.399999996,34517684.61873171 
 04/12  01:00:00,23783612.429346535,17371184.571417388,1555207.9706352626,1786811.399999996,35822028.62934651 
 04/12  02:00:00,24324350.073790614,17784350.205550194,1682779.9809465357,1786811.399999996,36362766.273790605 
 04/12  03:00:00,24440869.808163706,17887425.892789543,1696224.0280802813,1786811.399999996,36479286.008163705 
 04/12  04:00:00,24698006.997187745,18131048.69624698,1709738.4136468836,1786811.399999996,36736423.197187744 
 04/12  05:00:00,24701546.45538258,18407113.14353868,1437213.4245500136,1786811.399999996,36739962.65538256 
 04/12  06:00:00,23020794.63513983,16714910.912768485,1448663.8350774623,3573622.799999992,36846022.23513982 
 04/12  07:00:00,55243148.75400183,49514520.96557709,871407.9011308481,3573622.799999992,69068376.3540018 
 04/12  08:00:00,34291383.06516873,28702889.026204646,731274.1516702062,10720868.399999974,55263856.265168704 
 04/12  09:00:00,1483122.013585849,0.0,731288.380889074,32162605.199999925,56711838.01358576 
 04/12  10:00:00,3772129.3205604334,0.0,587204.7711733109,32162605.199999925,59000845.32056036 
 04/12  11:00:00,4670279.774880193,0.0,713122.8150831178,32162605.199999925,59898995.77488011 
 04/12  12:00:00,6724672.815086725,0.0,2222216.332477825,32162605.199999925,61953388.81508664 
 04/12  13:00:00,4967093.830274592,0.0,490015.07512294105,32162605.199999925,57632908.6302745 
 04/12  14:00:00,2931718.6128212376,0.0,1402932.1791068825,32162605.199999925,58160434.612821154 
 04/12  15:00:00,6170012.734484095,0.0,1674502.5281753065,32162605.199999925,61398728.73448401 
 04/12  16:00:00,4915652.499885214,0.0,437305.4592434995,32162605.199999925,60144368.49988512 
 04/12  17:00:00,5393392.8591085235,0.0,532377.058931417,32162605.199999925,60622108.85910845 
 04/12  18:00:00,1312945.4618136783,0.0,0.0,25015359.599999942,46831514.66181362 
 04/12  19:00:00,9602191.520960083,5531115.822011638,0.0,17868113.99999996,42847712.72096002 
 04/12  20:00:00,497808.17337678693,0.0,0.0,17868113.99999996,33743329.373376735 
 04/12  21:00:00,4456491.975083908,995887.369056989,0.0,10720868.399999974,27991866.375083882 
 04/12  22:00:00,10035299.60133783,5178079.714043947,0.0,10720868.399999974,33570674.0013378 
 04/12  23:00:00,22770241.605176304,17913021.717882425,0.0,3573622.799999992,36595469.205176294 
 04/12  24:00:00,26974968.530215383,22117748.6429215,0.0,1786811.399999996,39013384.73021538 
 04/13  01:00:00,30487843.317594655,25630623.430300776,0.0,1786811.399999996,42526259.51759465 
 04/13  02:00:00,32964100.65500655,28106880.767712668,0.0,1786811.399999996,45002516.855006546 
 04/13  03:00:00,34584575.07864644,29727355.191352546,0.0,1786811.399999996,46622991.278646424 
 04/13  04:00:00,36107221.9020354,31250002.014741518,0.0,1786811.399999996,48145638.10203539 
 04/13  05:00:00,37762099.18022288,32904879.292928994,0.0,1786811.399999996,49800515.38022287 
 04/13  06:00:00,36962640.76095334,32105420.873659454,0.0,3573622.799999992,50787868.36095333 
 04/13  07:00:00,67655065.37047407,62797845.48318019,0.0,3573622.799999992,81480292.97047405 
 04/13  08:00:00,34667132.956879035,29809913.069585156,0.0,10720868.399999974,55639606.15687901 
 04/13  09:00:00,2891471.770209853,0.0,72155.05254255267,32162605.199999925,58120187.77020977 
 04/13  10:00:00,3220363.6011938807,0.0,854829.7761136807,32162605.199999925,58449079.60119379 
 04/13  11:00:00,3529320.0894829165,0.0,1943551.5311710555,32162605.199999925,58758036.08948283 
 04/13  12:00:00,2438603.563147249,0.0,878122.918468195,32162605.199999925,57667319.56314716 
 04/13  13:00:00,3034745.1749474546,0.0,1459601.5984225967,32162605.199999925,55700559.97494736 
 04/13  14:00:00,9266238.652804205,0.0,8389054.792687785,32162605.199999925,64494954.65280413 
 04/13  15:00:00,12768703.877518563,0.0,11612145.978719862,32162605.199999925,67997419.87751849 
 04/13  16:00:00,15163907.559318073,0.0,13714983.756210988,32162605.199999925,70392623.55931798 
 04/13  17:00:00,16699550.372252932,0.0,15002683.450611731,32162605.199999925,71928266.37225285 
 04/13  18:00:00,10631621.787288805,0.0,9673693.520984393,25015359.599999942,56150190.98728873 
 04/13  19:00:00,3221875.343655751,680550.469842768,0.0,17868113.99999996,36467396.54365571 
 04/13  20:00:00,721896.2371542194,15656.703884925664,0.0,17868113.99999996,33967417.43715417 
 04/13  21:00:00,8613741.36471979,4811364.35321736,0.0,10720868.399999974,32149115.764719766 
 04/13  22:00:00,17778451.424065836,12921231.536771953,0.0,10720868.399999974,41313825.824065804 
 04/13  23:00:00,30591182.88523187,25733962.99793799,0.0,3573622.799999992,44416410.485231854 
 04/13  24:00:00,34836767.81494294,29979547.927649062,0.0,1786811.399999996,46875184.01494294 
 04/14  01:00:00,36760628.53009732,31903408.642803434,0.0,1786811.399999996,48799044.7300973 
 04/14  02:00:00,37264293.4795073,32407073.592213415,0.0,1786811.399999996,49302709.679507285 
 04/14  03:00:00,37653719.54094979,32796499.65365591,0.0,1786811.399999996,49692135.74094978 
 04/14  04:00:00,38890779.33605233,34033559.448758446,0.0,1786811.399999996,50929195.53605233 
 04/14  05:00:00,38972480.36989717,34115260.48260329,0.0,1786811.399999996,51010896.56989717 
 04/14  06:00:00,37076379.64106671,32219159.753772825,0.0,3573622.799999992,50901607.241066694 
 04/14  07:00:00,66973061.09308356,62115841.20578967,0.0,3573622.799999992,80798288.69308355 
 04/14  08:00:00,34329833.80127827,29472613.913984388,0.0,10720868.399999974,55302307.00127824 
 04/14  09:00:00,2270831.3853087137,0.0,5211.6141757342275,32162605.199999925,57499547.38530864 
 04/14  10:00:00,4437640.9331448395,0.0,632300.1207383667,32162605.199999925,59666356.933144756 
 04/14  11:00:00,4300090.597463938,0.0,2728817.760230763,32162605.199999925,59528806.59746385 
 04/14  12:00:00,5306465.525740842,0.0,4198432.373375701,32162605.199999925,60535181.52574076 
 04/14  13:00:00,5717597.482031867,0.0,4608870.2471282985,32162605.199999925,58383412.28203178 
 04/14  14:00:00,10800102.761475792,0.0,10010124.922790663,32162605.199999925,66028818.76147572 
 04/14  15:00:00,11297606.174304478,0.0,10491963.26165498,32162605.199999925,66526322.17430439 
 04/14  16:00:00,8033562.410788618,0.0,7376569.774787942,32162605.199999925,63262278.41078852 
 04/14  17:00:00,3948326.4618957792,0.0,2408148.6043942175,32162605.199999925,59177042.4618957 
 04/14  18:00:00,2326194.9811736713,0.0,930867.0948172202,25015359.599999942,47844764.18117359 
 04/14  19:00:00,10539230.404349448,5217862.058099811,1300269.4584453488,17868113.99999996,43784751.60434939 
 04/14  20:00:00,1687716.7834368993,0.0,1189908.6100601123,17868113.99999996,34933237.983436845 
 04/14  21:00:00,5448995.571965935,798482.357788255,1189908.6081507613,10720868.399999974,28984369.9719659 
 04/14  22:00:00,10946071.539369991,4898943.043925345,1189908.6081507616,10720868.399999974,34481445.93936997 
 04/14  23:00:00,22668996.863291472,16491748.029948354,1320028.9460492304,3573622.799999992,36494224.46329146 
 04/14  24:00:00,26141616.59982738,19690720.44356797,1593676.2689655244,1786811.399999996,38180032.79982735 
 04/15  01:00:00,3465907.212923002,57561.14096754282,1739404.4013298978,1786811.399999996,12941422.212922992 
 04/15  02:00:00,7775447.157885943,1015368.6285817168,1902858.6420103433,1786811.399999996,17250962.15788593 
 04/15  03:00:00,7995459.736677744,1066054.4480891058,2072185.401294755,1786811.399999996,17470974.736677732 
 04/15  04:00:00,9719033.721692232,2756319.4848417384,2105494.349556611,1786811.399999996,19194548.721692223 
 04/15  05:00:00,10055123.57110925,2932323.9520216594,2265579.7317937072,1786811.399999996,19530638.571109235 
 04/15  06:00:00,10579555.993956381,3016268.667601002,2706067.439061496,1786811.399999996,20055070.99395637 
 04/15  07:00:00,7465758.4419277245,0.0,2989576.7436138247,3573622.799999992,21290986.041927714 
 04/15  08:00:00,4502634.611832463,0.0,2989898.7224969547,3573622.799999992,18327862.211832453 
 04/15  09:00:00,3389044.3786820276,0.0,2891236.20530524,17868113.99999996,34071664.37868198 
 04/15  10:00:00,3286812.481315879,0.0,2789004.3079390926,17868113.99999996,33969432.48131584 
 04/15  11:00:00,2838314.422346342,0.0,2340506.2489695554,17868113.99999996,33520934.422346294 
 04/15  12:00:00,2395389.830123367,0.0,1897581.6567465798,17868113.99999996,33078009.830123324 
 04/15  13:00:00,2380122.802952991,0.0,1882314.6295762039,17868113.99999996,33062742.80295295 
 04/15  14:00:00,2235011.0138167385,0.0,1737202.8404399515,17868113.99999996,32917631.013816692 
 04/15  15:00:00,2065329.6346843091,0.0,1567521.4613075224,5360434.199999987,16395918.034684286 
 04/15  16:00:00,2053002.6550645474,0.0,1555194.481687761,5360434.199999987,16383591.055064525 
 04/15  17:00:00,1901530.462981964,0.0,1403722.289605177,5360434.199999987,16232118.862981943 
 04/15  18:00:00,1901530.4672240908,0.0,1403722.2938473038,1786811.399999996,11377045.467224082 
 04/15  19:00:00,2306582.86706935,0.0,1808774.6936925629,1786811.399999996,11782097.867069341 
 04/15  20:00:00,3791077.756754098,0.0,1948443.2862181151,1786811.399999996,13266592.756754091 
 04/15  21:00:00,6805169.798749077,124766.68566117538,1823183.2257940208,1786811.399999996,16280684.79874907 
 04/15  22:00:00,7104078.714885148,679260.3037479476,1567598.5238433187,1786811.399999996,16579593.71488514 
 04/15  23:00:00,8005602.574791829,1995148.9974693344,1153233.6900286123,1786811.399999996,17481117.574791823 
 04/15  24:00:00,9299612.0399395,3422393.6543807825,1019998.4982648365,1786811.399999996,18775127.039939493 
 04/16  01:00:00,10056440.104477523,4179260.1431731703,1019960.0740104683,1786811.399999996,19531955.104477514 
 04/16  02:00:00,10602818.447561473,4867435.953254458,878162.6070131335,1786811.399999996,20078333.44756146 
 04/16  03:00:00,10869326.844557853,5127027.871149085,885079.0861148848,1786811.399999996,20344841.84455785 
 04/16  04:00:00,11729586.567710627,6129739.962945433,742626.7174713125,1786811.399999996,21205101.56771062 
 04/16  05:00:00,11789218.481291112,6469177.672403725,462820.9215935045,1786811.399999996,21264733.481291104 
 04/16  06:00:00,11656527.460363287,6618423.114566298,180884.4585031065,1786811.399999996,21132042.460363276 
 04/16  07:00:00,9366030.754236324,4508810.866942443,0.0,1786811.399999996,18841545.75423632 
 04/16  08:00:00,5177554.899343718,320335.01204983494,0.0,1786811.399999996,14653069.899343709 
 04/16  09:00:00,1018886.5731080538,0.0,0.0,1786811.399999996,10494401.573108045 
 04/16  10:00:00,677337.9563756338,0.0,179529.78299884673,1786811.399999996,10152852.956375625 
 04/16  11:00:00,1098609.5936621896,0.0,600801.4202854027,1786811.399999996,10574124.59366218 
 04/16  12:00:00,1509796.9420563476,0.0,1011988.768679561,1786811.399999996,10985311.94205634 
 04/16  13:00:00,1642071.9065070832,0.0,1144263.7331302962,1786811.399999996,11117586.906507073 
 04/16  14:00:00,1782625.377040919,0.0,1284817.2036641322,1786811.399999996,11258140.37704091 
 04/16  15:00:00,1912554.205522989,0.0,1414746.032146202,1786811.399999996,11388069.205522979 
 04/16  16:00:00,1923708.9065364897,0.0,1425900.7331597025,1786811.399999996,11399223.90653648 
 04/16  17:00:00,1923708.9041806278,0.0,1425900.7308038408,1786811.399999996,11399223.90418062 
 04/16  18:00:00,1782625.3754951693,0.0,1284817.2021183828,1786811.399999996,11258140.375495164 
 04/16  19:00:00,2040820.7583609284,0.0,1543012.5849841412,1786811.399999996,11516335.758360919 
 04/16  20:00:00,2040820.7597892024,0.0,1543012.5864124151,1786811.399999996,11516335.759789195 
 04/16  21:00:00,2675041.3001993024,17255.619604179545,1274820.1134058025,1786811.399999996,12150556.300199296 
 04/16  22:00:00,6746077.014742641,1301670.5189209068,587186.6085278513,1786811.399999996,16221592.014742631 
 04/16  23:00:00,7538989.420050729,2681769.532756846,0.0,1786811.399999996,17014504.42005072 
 04/16  24:00:00,11290105.654488903,6432885.767195021,0.0,1786811.399999996,20765620.654488895 
 04/17  01:00:00,39437707.46249143,34580487.57519755,0.0,1786811.399999996,51476123.662491426 
 04/17  02:00:00,35019004.14173807,30161784.25444419,0.0,1786811.399999996,47057420.34173805 
 04/17  03:00:00,37862152.2686781,33004932.381384224,0.0,1786811.399999996,49900568.4686781 
 04/17  04:00:00,36403833.81600601,31546613.92871213,0.0,1786811.399999996,48442250.01600601 
 04/17  05:00:00,35514717.01119837,30657497.12390448,0.0,1786811.399999996,47553133.21119835 
 04/17  06:00:00,33551506.574005984,28694286.68671211,0.0,3573622.799999992,47376734.17400598 
 04/17  07:00:00,59550822.64982624,54693602.76253236,0.0,3573622.799999992,73376050.24982624 
 04/17  08:00:00,21892172.701115277,17034952.813821394,0.0,10720868.399999974,42864645.90111524 
 04/17  09:00:00,3333147.236229352,0.0,1576642.3893753656,32162605.199999925,58561863.23622928 
 04/17  10:00:00,5158737.317734999,0.0,3559600.7977112494,32162605.199999925,60387453.31773491 
 04/17  11:00:00,4846467.312917325,0.0,3740339.2574770954,32162605.199999925,60075183.31291723 
 04/17  12:00:00,4667969.545586258,0.0,3088790.5554283676,32162605.199999925,59896685.54558616 
 04/17  13:00:00,5411176.831868377,0.0,3817306.392335945,32162605.199999925,58076991.63186829 
 04/17  14:00:00,12445836.171952523,0.0,11521243.634263797,32162605.199999925,67674552.17195244 
 04/17  15:00:00,15421392.535898317,0.0,14226919.831676804,32162605.199999925,70650108.53589824 
 04/17  16:00:00,17490274.343765628,0.0,16016827.967689686,32162605.199999925,72718990.34376554 
 04/17  17:00:00,18609232.820124406,0.0,16949505.602990653,32162605.199999925,73837948.82012434 
 04/17  18:00:00,12664585.161729474,0.0,11720362.202711437,25015359.599999942,58183154.36172939 
 04/17  19:00:00,3109201.3344493588,73170.04192175805,0.0,17868113.99999996,36354722.53444932 
 04/17  20:00:00,497808.173376787,0.0,0.0,17868113.99999996,33743329.373376735 
 04/17  21:00:00,3134967.916312404,884997.6776464245,0.0,10720868.399999974,26670342.31631237 
 04/17  22:00:00,8493339.316463323,3661951.6468173307,164686.87684210166,10720868.399999974,32028713.716463294 
 04/17  23:00:00,23129537.40239894,17845964.513455503,426353.00164955313,3573622.799999992,36954765.00239893 
 04/17  24:00:00,28288019.60087692,23001340.27199488,429459.4415881538,1786811.399999996,40326435.80087689 
 04/18  01:00:00,30513411.55287006,24957337.281095594,698854.3844805886,1786811.399999996,42551827.75287005 
 04/18  02:00:00,31380349.481844835,25824352.105077192,698777.4894737642,1786811.399999996,43418765.68184483 
 04/18  03:00:00,32012161.716757335,26316151.270954162,838790.5585092893,1786811.399999996,44050577.91675733 
 04/18  04:00:00,32495641.04740058,26799694.42851167,838726.7315950266,1786811.399999996,44534057.247400574 
 04/18  05:00:00,32826630.01438324,26995531.96451515,973878.1625742149,1786811.399999996,44865046.214383245 
 04/18  06:00:00,31280835.852611013,25178065.09613496,1245550.8691821697,3573622.799999992,45106063.452611 
 04/18  07:00:00,58189708.72185028,51551951.03585966,1780537.7986967573,3573622.799999992,72014936.32185031 
 04/18  08:00:00,24236328.549099017,17323378.422387104,2055730.239418029,10720868.399999974,45208801.74909899 
 04/18  09:00:00,5553220.330714068,0.0,2963955.66256723,32162605.199999925,60781936.33071399 
 04/18  10:00:00,5979894.915390808,0.0,4432350.411328372,32162605.199999925,61208610.91539073 
 04/18  11:00:00,8318555.251198338,0.0,7211029.9108384475,32162605.199999925,63547271.25119826 
 04/18  12:00:00,9434704.385720106,0.0,8810350.664273232,32162605.199999925,64663420.38572003 
 04/18  13:00:00,9497242.537943048,0.0,8878840.875563523,32162605.199999925,62163057.337942965 
 04/18  14:00:00,13525046.327339621,0.0,12758833.670288071,32162605.199999925,68753762.32733956 
 04/18  15:00:00,12713427.14800938,0.0,11984736.884799462,32162605.199999925,67942143.14800932 
 04/18  16:00:00,9953738.072338974,0.0,9328686.330639653,32162605.199999925,65182454.0723389 
 04/18  17:00:00,7376368.339328731,0.0,5829597.314833686,32162605.199999925,62605084.33932864 
 04/18  18:00:00,6445311.93098109,0.0,3961280.335078262,25015359.599999942,51963881.13098103 
 04/18  19:00:00,9733874.859042404,1785711.3328481494,4707930.419071463,17868113.99999996,42979396.05904236 
 04/18  20:00:00,5246604.47901258,0.0,4748796.305635792,17868113.99999996,38492125.67901253 
 04/18  21:00:00,5900556.774245909,0.0,4636665.1082929885,10720868.399999974,29435931.17424588 
 04/18  22:00:00,7863517.045307444,155828.2880799735,4522710.868912776,10720868.399999974,31398891.445307415 
 04/18  23:00:00,19498179.270989094,10542356.620548222,4098602.7631469844,3573622.799999992,33323406.87098908 
 04/18  24:00:00,23380368.564115465,14851062.123476906,3672086.553344678,1786811.399999996,35418784.76411545 
 04/19  01:00:00,24291533.498289105,16817253.29193484,2617060.3190603806,1786811.399999996,36329949.69828909 
 04/19  02:00:00,24544058.545984644,18524684.700434387,1162153.9582563762,1786811.399999996,36582474.74598464 
