Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly) 
 09/25  05:00:00,25295645.304041635,7284006.434225425,13154418.982522324,1786811.399999996,37334061.50404162 
 09/25  06:00:00,23173003.86864679,5271297.2213482475,13044486.760004655,3573622.799999992,36998231.46864677 
 09/25  07:00:00,50582740.344850555,32588748.058174137,13136772.399382541,3573622.799999992,64407967.94485055 
 09/25  08:00:00,26462547.544435844,8687069.89766112,12918257.75948084,10720868.399999974,47435020.7444358 
 09/25  09:00:00,15860449.495604621,0.0,14571603.520695975,32162605.199999925,71089165.49560454 
 09/25  10:00:00,18163521.004592076,0.0,17463258.89194262,32162605.199999925,73392237.004592 
 09/25  11:00:00,18189727.564392038,0.0,17481615.39065496,32162605.199999925,73418443.56439194 
 09/25  12:00:00,19105080.87295227,0.0,18334419.994007975,32162605.199999925,74333796.8729522 
 09/25  13:00:00,18839596.710241716,0.0,18087686.87695593,32162605.199999925,71505411.51024164 
 09/25  14:00:00,20915166.873617303,0.0,19993848.794606943,32162605.199999925,76143882.87361722 
 09/25  15:00:00,20203084.31263027,0.0,19361329.207225382,32162605.199999925,75431800.31263019 
 09/25  16:00:00,18793611.805587858,0.0,18055039.54523072,32162605.199999925,74022327.80558777 
 09/25  17:00:00,16311301.39938305,0.0,15685101.54312959,32162605.199999925,71540017.39938298 
 09/25  18:00:00,15977859.22761815,0.0,11118444.678935938,25015359.599999942,61496428.42761808 
 09/25  19:00:00,12739910.54094494,0.0,11573205.567976477,17868113.99999996,45985431.74094489 
 09/25  20:00:00,12265235.471180728,0.0,11767427.29780394,17868113.99999996,45510756.67118067 
 09/25  21:00:00,12213195.231504396,0.0,11715387.058127608,10720868.399999974,35748569.631504364 
 09/25  22:00:00,12021937.729711441,0.0,11524129.556334654,10720868.399999974,35557312.12971141 
 09/25  23:00:00,15618793.735907864,1603436.30568964,11337843.39988289,3573622.799999992,29444021.33590785 
 09/25  24:00:00,20992332.800200816,5022818.446516056,11112294.466390878,1786811.399999996,33030749.00020081 
 09/26  01:00:00,21234214.675939556,5264648.350098025,11112346.438547648,1786811.399999996,33272630.875939548 
 09/26  02:00:00,22510015.047536556,6628458.380305406,11024336.779937267,1786811.399999996,34548431.24753655 
 09/26  03:00:00,23117292.80023776,7235692.260654843,11024380.652289031,1786811.399999996,35155709.00023775 
 09/26  04:00:00,23811474.09837138,7885832.400592681,11068421.81048482,1786811.399999996,35849890.298371375 
 09/26  05:00:00,24516638.43110225,8369824.935260086,11289593.60854828,1786811.399999996,36555054.63110225 
 09/26  06:00:00,23178148.604431182,6804372.2514125295,11516556.465724768,3573622.799999992,37003376.20443116 
 09/26  07:00:00,50197770.133962505,33609906.35737009,11730643.889298532,3573622.799999992,64022997.73396248 
 09/26  08:00:00,23458311.873859126,6773965.012018992,11827126.974546246,10720868.399999974,44430785.07385909 
 09/26  09:00:00,16649197.249552052,0.0,15835349.658477966,32162605.199999925,71877913.24955198 
 09/26  10:00:00,20537284.21891386,0.0,19683034.521614514,32162605.199999925,75766000.21891376 
 09/26  11:00:00,20587770.828979444,0.0,19753873.859958068,32162605.199999925,75816486.82897936 
 09/26  12:00:00,21784465.209561698,0.0,20868596.65564771,32162605.199999925,77013181.20956162 
 09/26  13:00:00,22236684.072549324,0.0,21294882.39911678,32162605.199999925,74902498.87254922 
 09/26  14:00:00,25879623.443779085,0.0,24480028.03253344,32162605.199999925,81108339.44377899 
 09/26  15:00:00,27341998.6333488,0.0,25826078.890653886,32162605.199999925,82570714.6333487 
 09/26  16:00:00,29087205.44942806,0.0,27399628.475166693,32162605.199999925,84315921.44942798 
 09/26  17:00:00,27055753.58619791,0.0,25623534.722793274,32162605.199999925,82284469.58619784 
 09/26  18:00:00,21967695.34758009,0.0,21108260.740876183,25015359.599999942,67486264.54758002 
 09/26  19:00:00,18996850.230999332,0.0,14139630.343705451,17868113.99999996,52242371.430999294 
 09/26  20:00:00,14670449.183664236,0.0,14172641.010287449,17868113.99999996,47915970.38366418 
 09/26  21:00:00,14826187.957202274,0.0,14328379.783825487,10720868.399999974,38361562.35720224 
 09/26  22:00:00,14826187.956986845,0.0,14328379.783610057,10720868.399999974,38361562.35698681 
 09/26  23:00:00,17120448.516885925,195008.38769296743,14617901.286145002,3573622.799999992,30945676.11688591 
 09/26  24:00:00,21377525.262486342,2061214.713015083,14459090.66217738,1786811.399999996,33415941.46248633 
 09/27  01:00:00,22700637.372246787,3470230.0022447407,14373187.482708164,1786811.399999996,34739053.572246775 
 09/27  02:00:00,24109346.240099303,5041037.994810508,14211088.357994912,1786811.399999996,36147762.4400993 
 09/27  03:00:00,24909042.949219964,5907835.600868057,14143987.461058028,1786811.399999996,36947459.14921996 
 09/27  04:00:00,25335971.596658353,6334829.192507271,14143922.516857198,1786811.399999996,37374387.79665834 
 09/27  05:00:00,25561263.65338191,6560121.26200007,14143922.504087958,1786811.399999996,37599679.85338191 
 09/27  06:00:00,24326426.326509964,5127606.89681049,14341599.542405589,3573622.799999992,38151653.92650995 
 09/27  07:00:00,52203037.59077161,32972726.65412651,14373091.049351225,3573622.799999992,66028265.1907716 
 09/27  08:00:00,30513176.308966346,11120127.921002237,14535828.500670224,10720868.399999974,51485649.50896631 
 09/27  09:00:00,17383263.19361264,0.0,15793038.65120693,32162605.199999925,72611979.19361255 
 09/27  10:00:00,19402122.469710745,0.0,18781880.25980928,32162605.199999925,74630838.46971065 
 09/27  11:00:00,21711512.16516906,0.0,20979771.419691466,32162605.199999925,76940228.16516897 
 09/27  12:00:00,23256310.79532375,0.0,22417754.361118328,32162605.199999925,78485026.79532368 
 09/27  13:00:00,23518571.735516686,0.0,22657026.0817899,32162605.199999925,76184386.5355166 
 09/27  14:00:00,28617719.180883527,0.0,27262595.873842917,32162605.199999925,83846435.18088345 
 09/27  15:00:00,30169529.0897493,0.0,28673992.932800584,32162605.199999925,85398245.08974923 
 09/27  16:00:00,32450186.54211178,0.0,30692252.55468909,32162605.199999925,87678902.5421117 
 09/27  17:00:00,32122146.63395222,0.0,30408660.77830581,32162605.199999925,87350862.63395214 
 09/27  18:00:00,22259633.1268915,0.0,21516360.06521184,25015359.599999942,67778202.32689142 
 09/27  19:00:00,20335162.821769107,0.0,15476625.045718644,17868113.99999996,53580684.02176906 
 09/27  20:00:00,15955261.570634639,0.0,15457453.397257851,17868113.99999996,49200782.770634584 
 09/27  21:00:00,15928690.16374539,0.0,15430881.990368605,10720868.399999974,39464064.563745365 
 09/27  22:00:00,15755793.92506235,0.0,15257985.751685563,10720868.399999974,39291168.32506232 
 09/27  23:00:00,17465466.613225527,59706.0806842744,15228491.28942611,3573622.799999992,31290694.213225506 
 09/27  24:00:00,22540742.215564728,2310320.8472281843,15373201.48104266,1786811.399999996,34579158.41556472 
 09/28  01:00:00,23836408.13120934,3781736.101369962,15197452.142545493,1786811.399999996,35874824.33120933 
 09/28  02:00:00,25178453.2224526,5298635.036846039,15022598.298312677,1786811.399999996,37216869.42245259 
 09/28  03:00:00,26079844.238624305,6374030.240956693,14848594.110373728,1786811.399999996,38118260.43862429 
 09/28  04:00:00,26537038.514332265,6831221.691313,14848596.935725382,1786811.399999996,38575454.71433225 
 09/28  05:00:00,26720099.405773982,7152285.928175352,14710593.590304743,1786811.399999996,38758515.60577396 
 09/28  06:00:00,25471942.77157035,5732300.971125692,14882421.91315078,3573622.799999992,39297170.37157034 
 09/28  07:00:00,50457118.65010167,30792940.43587587,14806958.326931905,3573622.799999992,64282346.250101656 
 09/28  08:00:00,22010663.930315346,2151216.918929873,15002227.124091592,10720868.399999974,42983137.13031531 
 09/28  09:00:00,21000175.982208543,0.0,20295867.600392967,32162605.199999925,76228891.98220846 
 09/28  10:00:00,24109271.716746427,0.0,23222323.303960253,32162605.199999925,79337987.71674636 
 09/28  11:00:00,24138831.42724715,0.0,23258135.277264148,32162605.199999925,79367547.42724708 
 09/28  12:00:00,25138535.14100652,0.0,24155003.243755627,32162605.199999925,80367251.14100645 
 09/28  13:00:00,24820239.317038137,0.0,23849630.039080802,32162605.199999925,77486054.11703804 
 09/28  14:00:00,28719805.83707053,0.0,27352817.457442164,32162605.199999925,83948521.83707045 
 09/28  15:00:00,29291660.59504747,0.0,27860344.140966263,32162605.199999925,84520376.59504738 
 09/28  16:00:00,28824145.201954737,0.0,27462562.89161796,32162605.199999925,84052861.20195465 
 09/28  17:00:00,27938001.76012688,0.0,26685634.954681337,32162605.199999925,83166717.76012681 
 09/28  18:00:00,23180501.016892105,0.0,22372238.470104843,25015359.599999942,68699070.21689203 
 09/28  19:00:00,20388819.96351378,0.0,15531600.0762199,17868113.99999996,53634341.16351374 
 09/28  20:00:00,16380868.50540239,0.0,15883060.332025602,17868113.99999996,49626389.70540234 
 09/28  21:00:00,16532706.433241855,0.0,16034898.259865072,10720868.399999974,40068080.83324183 
 09/28  22:00:00,16686793.01209499,0.0,16188984.838718202,10720868.399999974,40222167.412094966 
 09/28  23:00:00,18915196.555908136,262294.7902700251,16345362.922590153,3573622.799999992,32740424.155908123 
 09/28  24:00:00,23923912.932766356,2562583.037947925,16504110.007524548,1786811.399999996,35962329.13276634 
 09/29  01:00:00,25228291.086003367,3884863.439770963,16486207.758938525,1786811.399999996,37266707.28600336 
 09/29  02:00:00,26241068.042733483,4736526.257044487,16647321.898395114,1786811.399999996,38279484.24273348 
 09/29  03:00:00,27341625.37289095,5856470.405294804,16627935.08030226,1786811.399999996,39380041.57289094 
 09/29  04:00:00,27642335.27084292,6157208.401458578,16627906.982090458,1786811.399999996,39680751.470842905 
 09/29  05:00:00,27863238.67873296,6741052.130585438,16264966.660853641,1786811.399999996,39901654.87873296 
 09/29  06:00:00,26265782.850906216,5477716.092669586,15930846.87094275,3573622.799999992,40091010.45090621 
 09/29  07:00:00,50760113.91004385,30849581.153942008,15053312.868807966,3573622.799999992,64585341.51004385 
 09/29  08:00:00,22562041.61681068,2651508.8511913484,15053312.878325446,10720868.399999974,43534514.81681065 
 09/29  09:00:00,20588825.541598264,0.0,19880566.65624769,32162605.199999925,75817541.54159819 
 09/29  10:00:00,23770416.057498373,0.0,22867919.640161555,32162605.199999925,78999132.05749829 
 09/29  11:00:00,22915569.31791979,0.0,22098618.27192445,32162605.199999925,78144285.31791972 
 09/29  12:00:00,23747968.503767088,0.0,22856445.842594415,32162605.199999925,78976684.50376701 
 09/29  13:00:00,24673629.13718117,0.0,23671815.177401815,32162605.199999925,77339443.93718107 
 09/29  14:00:00,29774630.6116964,0.0,28220223.66412832,32162605.199999925,85003346.61169633 
 09/29  15:00:00,33584730.30621385,0.0,31504760.869318016,32162605.199999925,88813446.30621377 
 09/29  16:00:00,36365682.28929524,0.0,33840992.762749195,32162605.199999925,91594398.28929515 
 09/29  17:00:00,34380213.77407952,0.0,32140375.328640778,32162605.199999925,89608929.77407943 
 09/29  18:00:00,21365934.30971177,0.0,20620699.382468782,25015359.599999942,66884503.5097117 
 09/29  19:00:00,19038105.221592076,0.0,15528023.669369191,17868113.99999996,52283626.42159202 
 09/29  20:00:00,15052100.47629405,0.0,14554292.302917263,17868113.99999996,48297621.67629399 
 09/29  21:00:00,15052100.883974854,0.0,14554292.710598066,10720868.399999974,38587475.28397483 
 09/29  22:00:00,15052100.883974856,0.0,14554292.710598068,10720868.399999974,38587475.28397483 
 09/29  23:00:00,17836753.94233589,37657.98934329815,14401704.181465361,3573622.799999992,31661981.542335875 
 09/29  24:00:00,23025093.84634771,3789202.1476589944,14378671.81139483,1786811.399999996,35063510.0463477 
 09/30  01:00:00,14723241.893683517,0.0,14225433.72030673,1786811.399999996,24198756.893683508 
 09/30  02:00:00,14570678.956076074,0.0,14072870.782699287,1786811.399999996,24046193.956076067 
 09/30  03:00:00,14026173.597799707,0.0,13528365.424422922,1786811.399999996,23501688.597799703 
 09/30  04:00:00,13762774.362684706,0.0,13264966.18930792,1786811.399999996,23238289.362684697 
 09/30  05:00:00,13505760.19890582,0.0,13007952.025529033,1786811.399999996,22981275.19890581 
 09/30  06:00:00,13855649.24228862,0.0,12976802.87993185,1786811.399999996,23331164.24228861 
 09/30  07:00:00,13007764.512450082,0.0,12509956.339073295,3573622.799999992,26832992.112450074 
 09/30  08:00:00,13007764.518700108,0.0,12509956.34532332,3573622.799999992,26832992.118700095 
 09/30  09:00:00,13039510.912497628,0.0,12541702.739120841,17868113.99999996,43722130.91249759 
 09/30  10:00:00,13069936.606418425,0.0,12572128.433041638,17868113.99999996,43752556.60641838 
 09/30  11:00:00,13126870.021208584,0.0,12629061.847831799,17868113.99999996,43809490.02120854 
 09/30  12:00:00,12868101.32443258,0.0,12370293.151055794,17868113.99999996,43550721.32443254 
 09/30  13:00:00,12715785.895110529,0.0,12217977.721733745,17868113.99999996,43398405.89511048 
 09/30  14:00:00,12607100.770542301,0.0,12109292.597165516,17868113.99999996,43289720.77054226 
 09/30  15:00:00,12607100.77252295,0.0,12109292.599146163,5360434.199999987,26937689.17252293 
 09/30  16:00:00,12607100.77252295,0.0,12109292.599146163,5360434.199999987,26937689.17252293 
 09/30  17:00:00,12607100.772522949,0.0,12109292.599146161,5360434.199999987,26937689.17252293 
 09/30  18:00:00,12476954.861254452,0.0,11979146.687877668,1786811.399999996,21952469.861254442 
 09/30  19:00:00,13048918.937218998,0.0,12551110.76384221,1786811.399999996,22524433.93721899 
 09/30  20:00:00,13048918.930412725,0.0,12551110.757035937,1786811.399999996,22524433.930412713 
 09/30  21:00:00,12918637.49215205,0.0,12420829.318775265,1786811.399999996,22394152.492152043 
 09/30  22:00:00,12816515.719038468,0.0,12318707.54566168,1786811.399999996,22292030.71903846 
 09/30  23:00:00,12715655.523023061,0.0,12217847.349646274,1786811.399999996,22191170.523023054 
 09/30  24:00:00,12491712.855279364,0.0,11993904.681902578,1786811.399999996,21967227.855279356 
 10/01  01:00:00,12491764.30103461,0.0,11993956.127657827,1786811.399999996,21967279.3010346 
 10/01  02:00:00,12844038.443964977,0.0,11965192.081608208,1786811.399999996,22319553.443964962 
 10/01  03:00:00,14537516.60012769,0.0,12062314.05069457,1786811.399999996,24013031.60012768 
 10/01  04:00:00,13140972.783647262,0.0,12262126.421290493,1786811.399999996,22616487.783647254 
 10/01  05:00:00,15220151.87410215,0.0,12363911.135689046,1786811.399999996,24695666.874102138 
 10/01  06:00:00,13587211.782166818,0.0,12708365.41981005,1786811.399999996,23062726.78216681 
 10/01  07:00:00,13069928.676784832,0.0,12572120.503408045,1786811.399999996,22545443.676784825 
 10/01  08:00:00,13314509.675557718,0.0,12816701.50218093,1786811.399999996,22790024.675557707 
 10/01  09:00:00,13591467.974659378,0.0,13093659.80128259,1786811.399999996,23066982.97465937 
 10/01  10:00:00,13730699.914617453,0.0,13232891.741240665,1786811.399999996,23206214.914617445 
 10/01  11:00:00,13894052.022252738,0.0,13396243.848875951,1786811.399999996,23369567.022252727 
 10/01  12:00:00,13937538.193184512,0.0,13439730.019807724,1786811.399999996,23413053.193184502 
 10/01  13:00:00,14074409.468809683,0.0,13576601.295432895,1786811.399999996,23549924.46880967 
 10/01  14:00:00,13957494.21111162,0.0,13459686.037734836,1786811.399999996,23433009.211111613 
 10/01  15:00:00,13976221.763105253,0.0,13478413.589728467,1786811.399999996,23451736.763105243 
 10/01  16:00:00,13993725.702350162,0.0,13495917.528973375,1786811.399999996,23469240.70235015 
 10/01  17:00:00,13993725.703777708,0.0,13495917.530400924,1786811.399999996,23469240.7037777 
 10/01  18:00:00,14110755.71334772,0.0,13612947.539970933,1786811.399999996,23586270.713347707 
 10/01  19:00:00,14093167.815228902,0.0,13595359.641852114,1786811.399999996,23568682.81522889 
 10/01  20:00:00,14349534.48447154,0.0,13851726.311094753,1786811.399999996,23825049.484471533 
 10/01  21:00:00,14471798.000810824,0.0,13973989.827434037,1786811.399999996,23947313.000810817 
 10/01  22:00:00,14721595.761430092,0.0,14223787.588053305,1786811.399999996,24197110.761430085 
 10/01  23:00:00,14978461.388690257,0.0,14480653.215313472,1786811.399999996,24453976.388690248 
 10/01  24:00:00,15377515.792661073,0.0,14879707.619284283,1786811.399999996,24853030.792661067 
 10/02  01:00:00,31820647.785805255,11666100.16884366,15297327.729667716,1786811.399999996,43859063.98580526 
 10/02  02:00:00,27924717.941513307,7184297.016444687,15883201.037774742,1786811.399999996,39963134.141513295 
 10/02  03:00:00,30043004.23070135,8840323.306707945,16345461.036699526,1786811.399999996,42081420.430701345 
 10/02  04:00:00,29994141.8861021,8291771.599290714,16845150.3995175,1786811.399999996,42032558.08610208 
 10/02  05:00:00,29745940.907103457,7877629.758041625,17011091.261767942,1786811.399999996,41784357.10710345 
 10/02  06:00:00,27924198.89542189,5872624.15314824,17194354.854979765,3573622.799999992,41749426.49542187 
 10/02  07:00:00,52400721.9991817,30846966.840259664,16696535.271628158,3573622.799999992,66225949.5991817 
 10/02  08:00:00,21518569.86044843,836303.7311751997,15825046.241979351,10720868.399999974,42491043.0604484 
 10/02  09:00:00,21247109.356982548,0.0,20522760.68623891,32162605.199999925,76475825.35698247 
 10/02  10:00:00,24013360.89442345,0.0,23118829.13081296,32162605.199999925,79242076.89442337 
 10/02  11:00:00,23100874.364354003,0.0,22294977.957128897,32162605.199999925,78329590.36435391 
 10/02  12:00:00,23682494.962878756,0.0,22808270.260462083,32162605.199999925,78911210.96287867 
 10/02  13:00:00,24765134.077741813,0.0,23784761.20391052,32162605.199999925,77430948.87774171 
 10/02  14:00:00,29537516.5267901,0.0,27997429.332674816,32162605.199999925,84766232.52679002 
 10/02  15:00:00,32944148.124839023,0.0,30904672.34357027,32162605.199999925,88172864.12483892 
 10/02  16:00:00,35064218.9432266,0.0,32561535.197591193,32162605.199999925,90292934.94322652 
 10/02  17:00:00,32506113.834823545,0.0,30274153.535547026,32162605.199999925,87734829.83482344 
 10/02  18:00:00,19960312.159699805,0.0,19203056.621033147,25015359.599999942,65478881.359699726 
 10/02  19:00:00,17291570.907690458,0.0,12806361.601119304,17868113.99999996,50537092.107690394 
 10/02  20:00:00,12616739.740819257,0.0,12118931.56744247,17868113.99999996,45862260.940819204 
 10/02  21:00:00,12616739.838561539,0.0,12118931.665184751,10720868.399999974,36152114.23856151 
 10/02  22:00:00,12816515.72519777,0.0,12318707.551820984,10720868.399999974,36351890.12519774 
 10/02  23:00:00,17261898.689660512,1799547.448765178,12524298.010694366,3573622.799999992,31087126.2896605 
 10/02  24:00:00,23237962.110944398,5751570.54841498,12629171.675235527,1786811.399999996,35276378.31094438 
 10/03  01:00:00,24111699.46234884,6382621.902410747,12871857.672644213,1786811.399999996,36150115.66234884 
 10/03  02:00:00,25934591.087933246,7957734.477867705,13119636.722771656,1786811.399999996,37973007.28793323 
 10/03  03:00:00,26848903.977500543,8595399.289776348,13396284.800430307,1786811.399999996,38887320.17750053 
 10/03  04:00:00,27623295.051424775,8704369.0548365,14061706.1092944,1786811.399999996,39661711.251424775 
 10/03  05:00:00,28290272.20363044,8839076.496907925,14593975.819428634,1786811.399999996,40328688.403630435 
 10/03  06:00:00,27440841.39727532,7142827.524171146,15440793.985810291,3573622.799999992,41266068.997275315 
 10/03  07:00:00,53538989.42422192,32161256.432979047,16520513.10394899,3573622.799999992,67364217.02422191 
 10/03  08:00:00,23034322.619491115,1331955.0114770716,16845147.720720164,10720868.399999974,44006795.81949108 
 10/03  09:00:00,22788207.983667776,0.0,22063159.533404272,32162605.199999925,78016923.9836677 
 10/03  10:00:00,25772030.031357158,0.0,24882593.68533926,32162605.199999925,81000746.03135706 
 10/03  11:00:00,24891761.927347533,0.0,24091419.61933983,32162605.199999925,80120477.92734747 
 10/03  12:00:00,26172554.39731565,0.0,25294438.061269373,32162605.199999925,81401270.39731558 
 10/03  13:00:00,27726576.683034144,0.0,26740805.4922451,32162605.199999925,80392391.48303407 
 10/03  14:00:00,33560712.179715574,0.0,32007577.814950753,32162605.199999925,88789428.17971548 
 10/03  15:00:00,37337016.771264285,0.0,35316347.45102452,32162605.199999925,92565732.77126423 
 10/03  16:00:00,40405880.57219849,0.0,37943671.3681608,32162605.199999925,95634596.57219842 
 10/03  17:00:00,36581713.6465827,0.0,34682941.337620564,32162605.199999925,91810429.6465826 
 10/03  18:00:00,22920546.010488797,0.0,22276849.20951909,25015359.599999942,68439115.21048872 
 10/03  19:00:00,22800835.986715674,0.0,17943616.09942179,17868113.99999996,56046357.186715625 
 10/03  20:00:00,18687431.672972165,0.0,18189623.49959538,17868113.99999996,51932952.872972116 
 10/03  21:00:00,18687431.6722513,0.0,18189623.49887451,10720868.399999974,42222806.072251275 
 10/03  22:00:00,18481201.20354072,0.0,17983393.030163933,10720868.399999974,42016575.60354069 
 10/03  23:00:00,19997004.172695864,40985.5735895907,17778749.355991133,3573622.799999992,33822231.772695854 
 10/03  24:00:00,24227670.185065836,1591700.9418941806,17778749.355877776,1786811.399999996,36266086.38506584 
 10/04  01:00:00,25236911.36666699,2804520.455434147,17575171.02393896,1786811.399999996,37275327.56666698 
 10/04  02:00:00,26623274.58579634,3990402.9684716146,17775651.730030842,1786811.399999996,38661690.78579634 
 10/04  03:00:00,27411973.73357438,4984493.987728157,17570259.858552333,1786811.399999996,39450389.93357436 
 10/04  04:00:00,27838179.69998398,5210044.841436769,17770914.971253328,1786811.399999996,39876595.89998397 
 10/04  05:00:00,27937327.57700003,5516386.456587333,17563721.233118813,1786811.399999996,39975743.77700001 
 10/04  06:00:00,26323994.486104313,3903056.240991476,17563718.357818957,3573622.799999992,40149222.08610432 
 10/04  07:00:00,54194656.33698693,31151581.4662776,18185854.983415447,3573622.799999992,68019883.93698692 
 10/04  08:00:00,28241738.230898272,5198663.361069106,18185854.982535284,10720868.399999974,49214211.43089824 
 10/04  09:00:00,23015695.759353474,0.0,22349242.914728217,32162605.199999925,78244411.75935338 
 10/04  10:00:00,27519986.984055746,0.0,26629698.73449312,32162605.199999925,82748702.98405567 
 10/04  11:00:00,26388346.89486919,0.0,25560464.497923855,32162605.199999925,81617062.89486909 
 10/04  12:00:00,27810698.08451702,0.0,26903219.052005284,32162605.199999925,83039414.08451696 
 10/04  13:00:00,29296093.698468518,0.0,28281445.710603494,32162605.199999925,81961908.49846844 
 10/04  14:00:00,35124187.399428904,0.0,33557724.33068978,32162605.199999925,90352903.39942883 
 10/04  15:00:00,39052539.87659313,0.0,36969140.576911554,32162605.199999925,94281255.87659304 
 10/04  16:00:00,41925164.72831784,0.0,39427534.20177587,32162605.199999925,97153880.72831777 
 10/04  17:00:00,39831326.86280785,0.0,37651378.6032942,32162605.199999925,95060042.86280775 
 10/04  18:00:00,23392977.44237202,0.0,22754333.42274601,25015359.599999942,68911546.64237194 
 10/04  19:00:00,23425073.43624477,0.0,18567853.548950884,17868113.99999996,56670594.636244714 
 10/04  20:00:00,19106767.412713848,0.0,18608959.239337064,17868113.99999996,52352288.6127138 
 10/04  21:00:00,18889470.806490112,0.0,18391662.633113325,10720868.399999974,42424845.20649008 
 10/04  22:00:00,18889470.80618598,0.0,18391662.632809192,10720868.399999974,42424845.206185944 
 10/04  23:00:00,20522947.81754982,170145.73059968272,18175532.843834996,3573622.799999992,34348175.41754981 
 10/04  24:00:00,24980825.561103545,2367136.418045086,17756469.25576458,1786811.399999996,37019241.76110355 
 10/05  01:00:00,26375834.092055794,3972933.3652289077,17545680.839533,1786811.399999996,38414250.292055786 
 10/05  02:00:00,27793347.00429469,5390450.3536795555,17545676.76332125,1786811.399999996,39831763.20429469 
 10/05  03:00:00,28308154.53251937,6114923.340544547,17336011.304680943,1786811.399999996,40346570.732519366 
 10/05  04:00:00,28903770.06197708,6710542.676413645,17336007.498269554,1786811.399999996,40942186.26197707 
 10/05  05:00:00,29232322.69535782,7247623.99589707,17127478.81216687,1786811.399999996,41270738.89535781 
 10/05  06:00:00,27803213.585650034,5818518.4206833085,17127475.277672846,3573622.799999992,41628441.18565003 
 10/05  07:00:00,55852197.569037974,33882510.98631454,17112466.695429545,3573622.799999992,69677425.16903797 
 10/05  08:00:00,30705252.038016424,8735565.456930578,17112466.693791963,10720868.399999974,51677725.238016404 
 10/05  09:00:00,21675567.458634097,0.0,20350143.766882166,32162605.199999925,76904283.45863402 
 10/05  10:00:00,25451608.6799908,0.0,24626833.90632067,32162605.199999925,80680324.67999071 
 10/05  11:00:00,25311448.149706595,0.0,24495255.771874607,32162605.199999925,80540164.14970651 
 10/05  12:00:00,26784063.919009324,0.0,25861952.290340226,32162605.199999925,82012779.91900924 
 10/05  13:00:00,27931683.284960225,0.0,26910942.758513905,32162605.199999925,80597498.08496015 
 10/05  14:00:00,32874388.688651267,0.0,31381213.406696726,32162605.199999925,88103104.6886512 
 10/05  15:00:00,34520193.068860814,0.0,32849175.08493893,32162605.199999925,89748909.06886072 
 10/05  16:00:00,33871799.317929395,0.0,32324185.371887952,32162605.199999925,89100515.31792931 
 10/05  17:00:00,30585496.477377307,0.0,29413938.526283734,32162605.199999925,85814212.47737724 
 10/05  18:00:00,23714002.6770906,0.0,23051120.705021977,25015359.599999942,69232571.87709053 
 10/05  19:00:00,23467842.74719044,0.0,18610622.85989656,17868113.99999996,56713363.94719039 
 10/05  20:00:00,19106767.4192663,0.0,18608959.24588951,17868113.99999996,52352288.61926625 
 10/05  21:00:00,18889470.806566145,0.0,18391662.633189358,10720868.399999974,42424845.20656612 
 10/05  22:00:00,19102921.47237746,0.0,18605113.299000673,10720868.399999974,42638295.872377425 
 10/05  23:00:00,19817344.098284524,2263.8916767174405,18385891.48649643,3573622.799999992,33642571.69828451 
 10/05  24:00:00,23869269.34988054,633600.5726925086,18378448.889894146,1786811.399999996,35907685.54988053 
 10/06  01:00:00,24648360.500603266,1643738.475110886,18147402.1381985,1786811.399999996,36686776.70060326 
 10/06  02:00:00,25566490.217389982,2550814.1271178774,18158456.202978224,1786811.399999996,37604906.41738998 
 10/06  03:00:00,26119196.99640345,2876115.402952669,18385861.706156895,1786811.399999996,38157613.19640344 
 10/06  04:00:00,25258627.782429982,2855758.3664974654,17545649.528638635,1786811.399999996,37297043.982429974 
 10/06  05:00:00,24946070.484913547,3553698.980052053,16535151.617567614,1786811.399999996,36984486.684913546 
 10/06  06:00:00,23346356.3115448,2115013.8907538014,16374122.533497114,3573622.799999992,37171583.911544785 
 10/06  07:00:00,50313773.465613395,31513721.86054246,13942831.717777057,3573622.799999992,64139001.06561339 
 10/06  08:00:00,29881785.992168922,12010472.752936376,13014093.351938663,10720868.399999974,50854259.192168884 
 10/06  09:00:00,15788638.037819594,0.0,13191754.198060479,32162605.199999925,71017354.03781952 
 10/06  10:00:00,15729006.959691178,0.0,13208556.740437385,32162605.199999925,70957722.95969109 
 10/06  11:00:00,15343824.60813875,0.0,14773914.594892148,32162605.199999925,70572540.60813867 
 10/06  12:00:00,16970227.519516453,0.0,16346916.592369191,32162605.199999925,72198943.51951636 
 10/06  13:00:00,16330871.290092582,0.0,15729027.75880369,32162605.199999925,68996686.0900925 
 10/06  14:00:00,18701546.072068796,0.0,17979737.589762755,32162605.199999925,73930262.07206872 
 10/06  15:00:00,17949112.618336786,0.0,17260599.5293831,32162605.199999925,73177828.6183367 
 10/06  16:00:00,16713659.612537112,0.0,16085495.206289604,32162605.199999925,71942375.61253703 
 10/06  17:00:00,15469561.330771344,0.0,14890421.54900633,32162605.199999925,70698277.33077127 
 10/06  18:00:00,16704812.493147563,0.0,11847517.885234166,25015359.599999942,62223381.69314749 
 10/06  19:00:00,11985541.385183107,0.0,11411525.574010324,17868113.99999996,45231062.585183054 
 10/06  20:00:00,12014312.66442,0.0,11516504.491043214,17868113.99999996,45259833.86441995 
 10/06  21:00:00,12108678.240109863,0.0,11610870.066733075,10720868.399999974,35644052.64010983 
